site_datatype_id,site_id,datatype_id,site_metadata.site_id,site_metadata.site_name,site_metadata.site_common_name,site_metadata.description,site_metadata.elevation,site_metadata.lat,site_metadata.longi,site_metadata.db_site_code,site_metadata.objecttype_id,site_metadata.objecttype_name,site_metadata.basin_id,site_metadata.hydrologic_unit,site_metadata.river_mile,site_metadata.segment_no,site_metadata.state_id,site_metadata.state_code,site_metadata.usgs_id,site_metadata.nws_code,site_metadata.shef_code,site_metadata.scs_id,site_metadata.parent_objecttype_id,site_metadata.parent_site_id,datatype_metadata.datatype_id,datatype_metadata.datatype_name,datatype_metadata.datatype_common_name,datatype_metadata.physical_quantity_name,datatype_metadata.unit_id,datatype_metadata.unit_name,datatype_metadata.unit_common_name,datatype_metadata.allowable_intervals,datatype_metadata.agen_id,datatype_metadata.cmmnt,last_meas_date,last_meas_val
20237,1509,20,1509,"RIO PUEBLO DE TAOS BELOW LOS CORDOVAS, NM","RIO PUEBLO DE TAOS BELOW LOS CORDOVAS, NM",,6657,36.37933,-105.66783,UC,9,,13,1.30201E+11,0,0,31,,08276300,TBCN5,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
20240,1510,20,1510,"RIO GRANDE BLW TAOS JUNCTION BRIDGE NEAR TAOS, NM","RIO GRANDE BLW TAOS JUNCTION BRIDGE NEAR TAOS, NM",,6067,36.32003,-105.75444,UC,9,,13,1.30201E+11,0,0,31,,08276500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
20241,1505,20,1505,"RIO GRANDE NEAR CERRO, NM","RIO GRANDE NEAR CERRO, NM",,7119,36.74002,-105.68344,UC,9,,13,1.30201E+11,0,0,31,,08263500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
20252,1512,20,1512,"EMBUDO CREEK AT DIXON, NM","EMBUDO CREEK AT DIXON, NM",,5867,36.21086,-105.91363,UC,9,,13,1.30201E+11,0,0,31,,08279000,DIXN5,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
20275,1528,20,1528,"RIO GRANDE AT SAN FELIPE, NM","RIO GRANDE AT SAN FELIPE, NM",,5124,35.44458,-106.43983,UC,9,,13,1.30202E+11,0,0,31,,08319000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
20333,1513,20,1513,"RIO GRANDE AT EMBUDO, NM","RIO GRANDE AT EMBUDO, NM",,5806,36.20556,-105.96397,UC,9,,13,1.30201E+11,0,0,31,,08279500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
20354,1527,20,1527,"GALISTEO CREEK BELOW GALISTEO DAM, NM","GALISTEO CREEK BELOW GALISTEO DAM, NM",,5474,35.46465,-106.21339,UC,9,,13,1.30202E+11,0,0,0,,08317950,RGCN5,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
20555,1539,20,1539,"RIO PUERCO NEAR BERNARDO, NM","RIO PUERCO NEAR BERNARDO, NM",,4733,34.41028,-106.85444,UC,9,,13,1.30202E+11,0,0,31,,08353000,GRTBNDLI,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
20570,2692,19,2692,BLANCO DIVERSION NEAR PAGOSA SPRINGS,BLANCO DIVERSION,,11558,37.20361,-106.81111,UC,4,,16,1.40801E+11,0,0,6,,,,,BLADIVCO,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20571,2692,20,2692,BLANCO DIVERSION NEAR PAGOSA SPRINGS,BLANCO DIVERSION,,11558,37.20361,-106.81111,UC,4,,16,1.40801E+11,0,0,6,,,,,BLADIVCO,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
20765,3528,19,3528,CIMARRON RIVER BLW SQUAW CREEK AT CIMARRON,CIMARRON RIVER BLW SQUAW CREEK AT CIMARRON,,6872,38.44694,-107.55522,UC,9,,11,1.402E+11,0,0,6,,09127000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20824,1552,1191,1552,"FORT SUMNER MAIN CANAL NEAR FORT SUMNER, NM","FORT SUMNER MAIN CANAL NEAR FORT SUMNER, NM",,4046,34.50828,-104.27836,UC,4,,19,1.306E+11,0,0,31,,08385000,,,,0,0,1191,average diversion,ave diversion,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20825,1562,1191,1562,"CARLSBAD MAIN CANAL AT HEAD NEAR CARLSBAD, NM","CARLSBAD MAIN CANAL AT HEAD NEAR CARLSBAD, NM",,3137,32.49039,-104.25273,UC,4,,19,1.306E+11,0,0,31,,08403500,,,,0,0,1191,average diversion,ave diversion,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20831,3498,19,3498,"PECOS RIVER NEAR LAKE ARTHUR, NM",PECOS RIVER NEAR LAKE ARTHUR,,3337,32.98931,-104.32097,UC,9,,19,1.306E+11,0,0,31,,08395500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20835,3502,19,3502,RIO PENASCO AT DAYTON NEAR ARTESIA,RIO PENASCO AT DAYTON,,3403,32.74345,-104.41413,UC,9,,19,1.306E+11,0,0,31,,08398500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20836,3503,19,3503,FOUR MILE DRAW NEAR LAKEWOOD,FOUR MILE DRAW NEAR LAKEWOOD,,3316,32.6728,-104.3689,UC,9,,19,1.306E+11,0,0,31,,08400000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20837,3504,19,3504,SOUTH SEVEN RIVERS NEAR LAKEWOOD,SOUTH SEVEN RIVERS NEAR LAKEWOOD,,3285,32.58861,-104.42139,UC,9,,19,1.306E+11,0,0,31,,08401200,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20859,1550,31,1550,"PECOS RIVER NEAR PUERTO DE LUNA, NM","PECOS RIVER NEAR PUERTO DE LUNA, NM",,4320,34.73008,-104.52491,UC,9,,19,1.306E+11,0,0,0,,08383500,,,,0,0,31,average side inflow,side inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20860,1555,31,1555,"PECOS RIVER NEAR ACME, NM","PECOS RIVER NEAR ACME, NM",,3519,33.57186,-104.3736,UC,9,,19,1.306E+11,0,0,0,,08386000,,,,0,0,31,average side inflow,side inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20861,3498,31,3498,"PECOS RIVER NEAR LAKE ARTHUR, NM",PECOS RIVER NEAR LAKE ARTHUR,,3337,32.98931,-104.32097,UC,9,,19,1.306E+11,0,0,31,,08395500,,,,0,0,31,average side inflow,side inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20862,1559,31,1559,"PECOS RIVER NEAR ARTESIA, NM","PECOS RIVER NEAR ARTESIA, NM",,3304,32.84086,-104.32383,UC,9,,19,1.306E+11,0,0,0,,08396500,,,,0,0,31,average side inflow,side inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20863,1560,31,1560,PECOS RIVER (KAISER CHANNEL) NEAR LAKEWOOD,PECOS RIVER (KAISER CHANNEL) NEAR LAKEWOOD,,3287,32.6897,-104.299,UC,9,,19,1.306E+11,0,0,31,,8399500,,,,0,0,31,average side inflow,side inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20869,3505,19,3505,ROCKY ARROYO AT HIGHWAY BRIDGE NEAR LAKEWOOD,ROCKY ARROYO AT HIGHWAY BRIDGE,,3258,32.50608,-104.37499,UC,9,,19,1.306E+11,0,0,31,,08401900,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20902,2726,19,2726,PECOS RIVER ABOVE CANON DEL UTA NEAR COLONIAS,PECOS RIVER ABOVE CANON DEL UTA NEAR COLONIAS,,4828,35.09139,-104.80056,UC,9,,19,1.306E+11,0,0,31,,08382600,PECN5,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20911,3590,19,3590,"RIO FELIX AT OLD HWY BRD NR HAGERMAN, NM","RIO FELIX AT OLD HWY BRD NR HAGERMAN, NM",,3406,33.12511,-104.34496,UC,9,,19,1.306E+11,0,0,31,,08394500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20912,3591,19,3591,"RIO HONDO AT ROSWELL, NM","RIO HONDO AT ROSWELL, NM",,3620,33.37204,-104.5458,UC,9,,19,1.306E+11,0,0,31,,08393500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20955,718,20,718,"WEBER - PROVO DIVERSION NEAR WOODLAND, UT",WEBER-PROVO NEAR WOODLAND,,6508,40.7156,-111.2773,UC,4,,0,1.60201E+11,0,0,44,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
21124,3629,19,3629,KNIGHT DIVERSION INFLOW TO STARVATION RESERVOIR,STARVATION INFLOW KNIGHT DIVERSION,Measured diversion tunnel inflows into Starvation Reservoir,,40.21865,-110.42306,UC,4,,0,1.406E+11,0,0,44,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21125,3629,20,3629,KNIGHT DIVERSION INFLOW TO STARVATION RESERVOIR,STARVATION INFLOW KNIGHT DIVERSION,Measured diversion tunnel inflows into Starvation Reservoir,,40.21865,-110.42306,UC,4,,0,1.406E+11,0,0,44,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
21213,2707,19,2707,GOVERNMENT HIGHLINE CANAL,GOVERNMENT HIGHLINE CANAL,,4785,39.173099,-108.30055,UC,4,,20,1.401E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21214,2707,20,2707,GOVERNMENT HIGHLINE CANAL,GOVERNMENT HIGHLINE CANAL,,4785,39.173099,-108.30055,UC,4,,20,1.401E+11,0,0,6,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
21215,2713,19,2713,ORCHARD MESA IRRIGATION DISTRICT ABOVE PALISADE,ORCHARD MESA ABOVE PALISADE,,4770,39.109008,-108.323617,UC,4,,20,,0,0,6,,,,,ORCHIDCO,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21216,2713,20,2713,ORCHARD MESA IRRIGATION DISTRICT ABOVE PALISADE,ORCHARD MESA ABOVE PALISADE,,4770,39.109008,-108.323617,UC,4,,20,,0,0,6,,,,,ORCHIDCO,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
21267,3680,19,3680,CURRANT CREEK RESERVOIR INFLOW FROM OPEN CHANNEL #1 (VAT TUNNEL),CURRANT CREEK INFLOW OPEN CHANNEL #1 (VAT TUNNEL),,,40.34664,-111.05981,UC,4,,0,1.406E+11,0,0,44,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21269,3679,19,3679,STRAWBERRY TUNNEL DIVERSION,STRAWBERRY TUNNEL OUTLET,,,40.16546,-111.18857,UC,4,,0,1.406E+11,0,0,44,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21270,3681,19,3681,STRAWBERRY RESERVOIR INFLOW FROM OPEN CHANNEL #2 (WATER HOLLOW TUNNEL),STRAWBERRY INFLOW OPEN CHANNEL #2 (WATER HOLLOW TUNNEL),,,40.2157876,-111.1090569,UC,4,,0,1.406E+11,0,0,44,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21279,3680,20,3680,CURRANT CREEK RESERVOIR INFLOW FROM OPEN CHANNEL #1 (VAT TUNNEL),CURRANT CREEK INFLOW OPEN CHANNEL #1 (VAT TUNNEL),,,40.34664,-111.05981,UC,4,,0,1.406E+11,0,0,44,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
21281,3681,20,3681,STRAWBERRY RESERVOIR INFLOW FROM OPEN CHANNEL #2 (WATER HOLLOW TUNNEL),STRAWBERRY INFLOW OPEN CHANNEL #2 (WATER HOLLOW TUNNEL),,,40.2157876,-111.1090569,UC,4,,0,1.406E+11,0,0,44,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
21282,3679,20,3679,STRAWBERRY TUNNEL DIVERSION,STRAWBERRY TUNNEL OUTLET,,,40.16546,-111.18857,UC,4,,0,1.406E+11,0,0,44,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
21285,2738,19,2738,REDLANDS CANAL NEAR GRAND JUNCTION,REDLANDS NEAR GRAND JUNCTION,,4566,39.029,-108.5633,UC,4,,0,1.402E+11,0,0,6,,,RDCC2,,RLCGRJCO,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21286,2738,20,2738,REDLANDS CANAL NEAR GRAND JUNCTION,REDLANDS NEAR GRAND JUNCTION,,4566,39.029,-108.5633,UC,4,,0,1.402E+11,0,0,6,,,RDCC2,,RLCGRJCO,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
21306,3684,19,3684,NORTH FORK GUNNISON RIVER ABOVE MOUTH NEAR LAZEAR,NORTH FORK GUNNISON RIVER AT CONFLUENCE ,,9403,38.4707,-107.5,UC,9,,11,1.402E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21310,3684,20,3684,NORTH FORK GUNNISON RIVER ABOVE MOUTH NEAR LAZEAR,NORTH FORK GUNNISON RIVER AT CONFLUENCE ,,9403,38.4707,-107.5,UC,9,,11,1.402E+11,0,0,6,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
21844,2722,19,2722,RIO GRANDE NEAR DEL NORTE,RIO GRANDE NEAR DEL NORTE,,7996,37.68861,-106.46,UC,9,,13,1.301E+11,0,0,6,,,DNRC2,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21845,2722,20,2722,RIO GRANDE NEAR DEL NORTE,RIO GRANDE NEAR DEL NORTE,,7996,37.68861,-106.46,UC,9,,13,1.301E+11,0,0,6,,,DNRC2,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
21847,3764,19,3764,"RED RIVER BELOW FISH HATCHERY, NEAR QUESTA","RED RIVER BL FISH HATCHERY, NR QUESTA",,7082,36.68284,-105.65412,UC,9,,17,1.30201E+11,0,0,31,,08266820,RRFN5,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21848,3764,20,3764,"RED RIVER BELOW FISH HATCHERY, NEAR QUESTA","RED RIVER BL FISH HATCHERY, NR QUESTA",,7082,36.68284,-105.65412,UC,9,,17,1.30201E+11,0,0,31,,08266820,RRFN5,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
21850,2690,19,2690,LITTLE OSO DIVERSION NR CHROMO,LITTLE OSO DIVERSION,,,37.07556,-106.81056,UC,4,,16,1.40801E+11,0,0,0,,,,,LOSODVCO,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21883,743,31,743,"COLORADO RIVER AT LEES FERRY, AZ.","COLORADO RIVER AT LEES FERRY, AZ.",,3148,36.86667,-111.58333,UC,9,,0,1.407E+11,0,0,3,,09380000,,,,0,0,31,average side inflow,side inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23054,783,20,783,"YAMPA RIVER AT DEERLODGE PARK, COLORADO","YAMPA RIVER AT DEERLODGE PARK, COLORADO",,5597,40.45167,-108.52444,UC,9,,3,1.405E+11,0,0,6,,09260050,YDLC2,,,9,783,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23061,3829,19,3829,WEBER - PROVO DIVERSION AT OAKLEY,WEBER-PROVO AT OAKLEY,,6493,40.712,-111.279,UC,4,,4,1.60201E+11,0,0,44,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23062,3829,20,3829,WEBER - PROVO DIVERSION AT OAKLEY,WEBER-PROVO AT OAKLEY,,6493,40.712,-111.279,UC,4,,4,1.60201E+11,0,0,44,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23063,3830,19,3830,WEBER - PROVO DIVERSION AT FRANCIS,WEBER-PROVO AT FRANCIS,,6452,40.6136,-111.3051,UC,4,,5,1.60202E+11,0,0,44,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23064,3830,20,3830,WEBER - PROVO DIVERSION AT FRANCIS,WEBER-PROVO AT FRANCIS,,6452,40.6136,-111.3051,UC,4,,5,1.60202E+11,0,0,44,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23109,770,20,770,"GUNNISON RIVER AT DELTA, CO.","GUNNISON RIVER AT DELTA, CO.",,6724,38.7531,-108.0778,UC,9,,11,1.402E+11,0,0,6,,09144250,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23331,3029,20,3029,GUNNISON TUNNEL AB LATERAL,GUNNISON TUNNEL AB LATERAL,,10227,38.485,-107.7492,UC,11,,11,1.402E+11,0,0,6,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23333,1050,20,1050,"MUDDY CREEK BELOW PAONIA NEAR SUMMERSET, CO","MUDDY CREEK BELOW PAONIA NEAR SUMMERSET, CO",,9683,38.5626,-107.2123,UC,9,,11,1.402E+11,0,0,6,,09131502,,,,9,1050,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23338,781,20,781,UNCOMPAHGRE RIVER BELOW RIDGEWAY RESERVOIR,UNCOMPAHGRE RIVER BELOW RIDGEWAY RESERVOIR,,6659,38.24056,-107.76031,UC,9,,11,1.402E+11,0,0,6,,09147025,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23339,1049,20,1049,"TAYLOR RIVER ABOVE TAYLOR PARK, CO","TAYLOR RIVER AT TAYLOR PARK, CO",,11038,38.5137,-106.3358,UC,9,,11,1.102E+11,0,0,6,,09107000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23340,764,20,764,"TAYLOR RIVER AT ALMONT, CO","TAYLOR RIVER AT ALMONT, CO",,8033,38.66444,-106.84472,UC,9,,11,1.402E+11,0,0,6,,09110000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23342,757,20,757,"GUNNISON RIVER NEAR GUNNISON, CO","GUNNISON RIVER NEAR GUNNISON, CO",,7675,38.54194,-106.94977,UC,9,,11,1.402E+11,0,0,6,,09114500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23343,766,20,766,"TOMICHI CREEK AT GUNNISON, CO","TOMICHI CREEK AT GUNNISON, CO",,7646,38.52111,-106.94096,UC,9,,11,1.402E+11,0,0,6,,09119000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23344,758,20,758,"LAKE FORK AT GATEVIEW, CO","LAKE FORK AT GATEVIEW, CO",,7843,38.29888,-107.23006,UC,9,,11,1.402E+11,0,0,6,,09124500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23345,779,20,779,"UNCOMPAHGRE RIVER NEAR RIDGWAY, COLORADO","UNCOMPAHGRE RIVER NEAR RIDGWAY, COLORADO",,7523,38.18333,-107.73333,UC,9,,11,1.402E+11,0,0,6,,09146200,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23347,784,20,784,"UNCOMPAHGRE RIVER AT COLONA, COLORADO","UNCOMPAHGRE RIVER AT COLONA, COLORADO",,6332,38.33138,-107.7795,UC,9,,11,1.402E+11,0,0,6,,09147500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23348,774,20,774,"UNCOMPAHGRE RIVER AT DELTA, CO.","UNCOMPAHGRE RIVER AT DELTA, CO.",,6749,38.7419,-108.0804,UC,9,,11,1.402E+11,0,0,6,,09149500,DLAC2,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23350,789,20,789,"DOLORES RIVER AT DOLORES, COLORADO","DOLORES RIVER AT DOLORES, COLORADO",,6949,37.47249,-108.49759,UC,9,,10,1.403E+11,0,0,6,,09166500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23352,788,20,788,BIG SANDY RIVER ABOVE BIG SANDY RESERVOIR NEAR FARSON,"BIG SANDY RIVER NEAR FARSON, WY",,6770,42.31689,-109.48569,UC,9,,1,1.40401E+11,0,0,50,,09213500,,,,9,788,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23368,1633,20,1633,"NORTH FORK GUNNISON RIVER BELOW PAONIA, CO","NORTH FORK GUNNISON RIVER BELOW PAONIA, CO",,5566,38.8575,-107.62194,UC,9,,11,1.402E+11,0,0,0,,09134100,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23369,3528,20,3528,CIMARRON RIVER BLW SQUAW CREEK AT CIMARRON,CIMARRON RIVER BLW SQUAW CREEK AT CIMARRON,,6872,38.44694,-107.55522,UC,9,,11,1.402E+11,0,0,6,,09127000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23373,1067,20,1067,GUNNISON RIVER BELOW REDLANDS DIVERSION,GUNNISON RIVER BELOW REDLANDS DIVERSION,,5086,39.0217,-108.3413,UC,9,,11,1.401E+11,0,0,6,,,,,,9,1067,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23374,1051,20,1051,"MUDDY CREEK ABOVE PAONIA RESERVOIR NEAR PAONIA, CO","MUDDY CREEK ABOVE PAONIA RESERVOIR NEAR PAONIA, CO",,9788,38.9884,-107.3485,UC,9,,11,1.402E+11,0,0,6,,09131502,,,,9,1051,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23404,2728,19,2728,SAND GATE DIV FROM FT SUMNER CANAL AT FT SUMNER,SAND GATE DIV FROM FT SUMNER CANAL AT FT SUMNER,,4028,34.47583,-104.25833,UC,4,,19,1.306E+11,0,0,31,,08385503,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23405,2728,20,2728,SAND GATE DIV FROM FT SUMNER CANAL AT FT SUMNER,SAND GATE DIV FROM FT SUMNER CANAL AT FT SUMNER,,4028,34.47583,-104.25833,UC,4,,19,1.306E+11,0,0,31,,08385503,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
23408,3876,31,3876,GUNNISON RIVER - GUNN TUNNEL TO GJ,GUNN TUNNEL TO GJ,unmeasured gains below gunnison tunnel to grand junction on the gunnison river,,39.0473,-108.5775,UC,6,,11,1.402E+11,0,0,6,,,GJNC2LOC,,,0,0,31,average side inflow,side inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23937,2717,19,2717,RIO GRANDE NEAR BOSQUE FARMS,RIO GRANDE NEAR BOSQUE FARMS,,6517,34.87056,-106.72,UC,9,,13,1.30202E+11,0,0,31,,08331160,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23938,2718,19,2718,"RIO GRANDE AT STATE HWY 346 NEAR BOSQUE, NM",RIO GRANDE AT STATE HWY 346 NEAR BOSQUE,,4767,34.545,-106.76306,UC,9,,13,1.30202E+11,0,0,31,,08331510,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23939,2720,19,2720,RIO GRANDE AT BRIDGE NEAR ESCONDIDA,RIO GRANDE AT BRIDGE NEAR ESCONDIDA,,5681,34.12083,-106.88694,UC,9,,13,1.30202E+11,0,0,31,,,RGEN5,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23940,2721,19,2721,RIO GRANDE ABOVE HWY 380 NEAR SAN ANTONIO,RIO GRANDE ABOVE HWY 380 NEAR SAN ANTONIO,,4841,33.92667,-106.85111,UC,9,,13,1.30202E+11,0,0,31,,,RGSN5,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23951,3878,19,3878,FORT SUMNER IRRIGATION DISTRICT LOWER DRAIN,FSID LOWER DRAIN,,4048,34.35174,-104.17416,UC,9,,19,1.306E+11,0,0,31,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23952,3877,19,3877,FORT SUMNER IRRIGATION DISTRICT MAIN DRAIN,FSID MAIN DRAIN,,4042,34.40431,-104.20087,UC,9,,19,1.306E+11,0,0,31,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23986,3894,19,3894,RIO GRANDE AT ALAMOSA,RIO GRANDE AT ALAMOSA,,7540,37.4813,-105.8794,UC,9,,13,1.301E+11,0,0,6,,08223000,,,RIOALACO,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23992,3896,19,3896,RIO GRANDE AT MONTE VISTA,RIO GRANDE AT MONTE VISTA,,7666,37.6094,-106.1483,UC,9,,13,1.301E+11,0,0,6,,08221500,,,RIOMONCO,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23995,2740,19,2740,CONEJOS RIVER BELOW PLATORO RESERVOIR,CONEJOS RIVER BELOW PLATORO RESERVOIR,,9837,37.2118,-106.3237,UC,9,,13,1.301E+11,0,0,6,,,,,CONPLACO,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23998,2741,19,2741,CONEJOS RIVER NEAR MOGOTE,CONEJOS RIVER NEAR MOGOTE,,8280,37.05389,-106.18694,UC,9,,13,1.301E+11,0,0,6,,,MOGC2,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
24000,2742,19,2742,LOS PINOS RIVER NEAR ORTIZ,LOS PINOS RIVER NEAR ORTIZ,,8026,36.9801,-106.0736,UC,9,,13,1.30201E+11,0,0,6,,,ORTC2,,LOSORTCO,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
24003,2743,19,2743,SAN ANTONIO RIVER AT ORTIZ,SAN ANTONIO RIVER AT ORTIZ,,8781,36.9979,-106.0314,UC,9,,13,1.30201E+11,0,0,6,,,SAOC2,,SANORTCO,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
